doc_id,num_code,agency_id,effect,type,is_outstanding,date_issued,date_effective,date_published,sign_person_id,status_id,num_gazette,created_at,updated_at
509,19/CTr-UBND,Tỉnh Lào Cai,Không xác định,Văn bản khác,0,30/09/2022,30/09/2022,30/09/2022,Trịnh Xuân Trường,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
510,2818/KH-UBND,Tỉnh Bắc Ninh,Không xác định,Kế hoạch,0,30/09/2022,30/09/2022,30/09/2022,Vương Quốc Tuấn,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
511,21/2022/TT-BKHDT,Bộ Kế hoạch và Đầu tư,Còn hiệu lực,Thông tư,0,30/09/2022,20/11/2022,30/09/2022,Nguyễn Chí Dũng,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
512,313/TB-VPCP,Văn phòng Chính phủ,Không xác định,Thông báo,0,30/09/2022,30/09/2022,30/09/2022,Trần Văn Sơn,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
513,2657/QĐ-UBND,Tỉnh Đồng Nai,Còn hiệu lực,Quyết định,0,30/09/2022,30/09/2022,30/09/2022,Võ Tấn Đức,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
514,2837/QĐ-UBND,Tỉnh Quảng Ninh,Còn hiệu lực,Quyết định,0,30/09/2022,30/09/2022,30/09/2022,Phạm Văn Thành,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
515,237/KH-UBND,Tỉnh Quảng Ninh,Không xác định,Kế hoạch,0,30/09/2022,30/09/2022,30/09/2022,Nguyễn Tường Văn,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
516,2658/QĐ-UBND,Tỉnh Đồng Nai,Còn hiệu lực,Quyết định,0,30/09/2022,30/09/2022,30/09/2022,Võ Văn Phi,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
517,1934/QĐ-UBND,Tỉnh Trà Vinh,Còn hiệu lực,Quyết định,0,30/09/2022,30/09/2022,30/09/2022,Nguyễn Quỳnh Thiện,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
518,11/2022/TT-NHNN,Ngân hàng Nhà nước Việt Nam,Còn hiệu lực,Thông tư,0,30/09/2022,01/04/2023,30/09/2022,Đào Minh Tú,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
519,294/KH-QLDA,Quận 7,Không xác định,Kế hoạch,0,30/09/2022,30/09/2022,30/09/2022,Trần Minh Điện,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
520,3071/QĐ-UBND,Tỉnh Bà Rịa - Vũng Tàu,Còn hiệu lực,Quyết định,0,30/09/2022,30/09/2022,30/09/2022,Lê Ngọc Khánh,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
521,184/KH-UBND,Tỉnh Tuyên Quang,Không xác định,Kế hoạch,0,30/09/2022,30/09/2022,30/09/2022,Nguyễn Văn Sơn,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
522,44/2022/QĐ-UBND,Tỉnh Lâm Đồng,Còn hiệu lực,Quyết định,0,30/09/2022,10/10/2022,30/09/2022,Trần Văn Hiệp,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
523,2155/QĐ-UBND,Tỉnh Thái Bình,Còn hiệu lực,Quyết định,0,30/09/2022,30/09/2022,30/09/2022,Nguyễn Khắc Thận,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
524,2825/QĐ-UBND,Tỉnh Quảng Ninh,Còn hiệu lực,Quyết định,0,30/09/2022,30/09/2022,30/09/2022,Bùi Văn Khắng,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
525,256/KH-UBND,Thành phố Hà Nội,Không xác định,Kế hoạch,0,30/09/2022,30/09/2022,30/09/2022,Lê Hồng Sơn,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
526,14/CT-UBND,Tỉnh Hải Dương,Còn hiệu lực,Chỉ thị,0,30/09/2022,30/09/2022,30/09/2022,Trần Văn Quân,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
527,185/KH-UBND,Tỉnh Tuyên Quang,Không xác định,Kế hoạch,0,30/09/2022,30/09/2022,30/09/2022,Nguyễn Thế Giang,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
528,2041/QĐ-UBND,Tỉnh Bình Thuận,Còn hiệu lực,Quyết định,0,30/09/2022,30/09/2022,30/09/2022,Phan Văn Đăng,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
529,1774/QĐ-UBND,Tỉnh Vĩnh Phúc,Còn hiệu lực,Quyết định,0,30/09/2022,30/09/2022,30/09/2022,Vũ Chí Giang,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
530,618/QĐ-UBND,Tỉnh Kon Tum,Còn hiệu lực,Quyết định,0,30/09/2022,30/09/2022,30/09/2022,Y Ngọc,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
531,178/KH-UBND,Tỉnh Bà Rịa - Vũng Tàu,Không xác định,Kế hoạch,0,30/09/2022,30/09/2022,30/09/2022,Nguyễn Văn Thọ,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
532,179/KH-UBND,Tỉnh Bà Rịa - Vũng Tàu,Không xác định,Kế hoạch,0,30/09/2022,30/09/2022,30/09/2022,Nguyễn Văn Thọ,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
533,2426/QĐ-UBND,Tỉnh Kiên Giang,Còn hiệu lực,Quyết định,0,30/09/2022,30/09/2022,30/09/2022,Lâm Minh Thành,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
534,12/CT-UBND,Tỉnh Lai Châu,Còn hiệu lực,Chỉ thị,0,30/09/2022,30/09/2022,30/09/2022,Hà Trọng Hải,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
535,1572/QĐ-UBND,Tỉnh Lạng Sơn,Còn hiệu lực,Quyết định,0,30/09/2022,30/09/2022,30/09/2022,Lương Trọng Quỳnh,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
536,1843/QĐ-UBND,Tỉnh Bắc Kạn,Còn hiệu lực,Quyết định,0,30/09/2022,30/09/2022,30/09/2022,Nguyễn Đăng Bình,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
537,447/KH-UBND,Tỉnh Bắc Ninh,Không xác định,Kế hoạch,0,30/09/2022,30/09/2022,30/09/2022,Vương Quốc Tuấn,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
538,06/CT-UBND,Tỉnh Lâm Đồng,Còn hiệu lực,Chỉ thị,0,30/09/2022,30/09/2022,30/09/2022,Trần Văn Hiệp,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
539,1765/QĐ-UBND,Tỉnh Lâm Đồng,Còn hiệu lực,Quyết định,0,30/09/2022,30/09/2022,30/09/2022,Phạm S,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
540,1766/QĐ-UBND,Tỉnh Lâm Đồng,Còn hiệu lực,Quyết định,0,30/09/2022,30/09/2022,30/09/2022,Phạm S,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
541,2430/QĐ-UBND,Tỉnh Kiên Giang,Còn hiệu lực,Quyết định,0,30/09/2022,30/09/2022,30/09/2022,Nguyễn Thanh Nhàn,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
542,296/KH-UBND,Tỉnh Tiền Giang,Không xác định,Kế hoạch,0,30/09/2022,30/09/2022,30/09/2022,Nguyễn Văn Vĩnh,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
543,14/2022/TT-BCT,Bộ Công thương,Còn hiệu lực,Thông tư,0,30/09/2022,22/11/2022,30/09/2022,Đặng Hoàng An,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
544,2470/QĐ-UBND,Tỉnh Cà Mau,Hết hiệu lực: 10/10/2022,Quyết định,0,30/09/2022,03/10/2022,30/09/2022,Huỳnh Quốc Việt,Hết hiệu lực: 10/10/2022,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
545,2625/QĐ-UBND,Tỉnh Quảng Nam,Còn hiệu lực,Quyết định,0,30/09/2022,30/09/2022,30/09/2022,Trần Văn Tân,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
546,59/NQ-HĐND,Tỉnh Quảng Ngãi,Còn hiệu lực,Nghị quyết,0,30/09/2022,30/09/2022,30/09/2022,Bùi Thị Quỳnh Vân,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
547,313/TB-VPCP,Văn phòng Chính phủ,Không xác định,Thông báo,0,30/09/2022,30/09/2022,30/09/2022,Trần Văn Sơn,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
548,10/2022/NQ-HĐND,Tỉnh Bạc Liêu,Còn hiệu lực,Nghị quyết,0,30/09/2022,10/10/2022,30/09/2022,Lữ Văn Hùng,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
549,08/2022/NQ-HĐND,Tỉnh Bạc Liêu,Còn hiệu lực,Nghị quyết,0,30/09/2022,10/10/2022,30/09/2022,Lữ Văn Hùng,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
550,3283/QĐ-UBND,Thành phố Hồ Chí Minh,Còn hiệu lực,Quyết định,0,30/09/2022,30/09/2022,30/09/2022,Phan Văn Mãi,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
551,23/2022/NQ-HĐND,Tỉnh Quảng Ngãi,Còn hiệu lực,Nghị quyết,0,30/09/2022,10/10/2022,30/09/2022,Bùi Thị Quỳnh Vân,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
552,24/2022/NQ-HĐND,Tỉnh Quảng Ngãi,Còn hiệu lực,Nghị quyết,0,30/09/2022,10/10/2022,30/09/2022,Bùi Thị Quỳnh Vân,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
553,33/2022/QĐ-UBND,Tỉnh Hậu Giang,Còn hiệu lực,Quyết định,0,30/09/2022,10/10/2022,30/09/2022,Nguyễn Văn Hòa,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
554,28/2022/QĐ-UBND,Tỉnh Quảng Trị,Còn hiệu lực,Quyết định,0,30/09/2022,11/10/2022,30/09/2022,Lê Đức Tiến,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
555,29/2022/QĐ-UBND,Tỉnh Quảng Ninh,Còn hiệu lực,Quyết định,0,30/09/2022,10/10/2022,30/09/2022,Nguyễn Tường Văn,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
556,858/QĐ-BXD,Bộ Xây dựng,Còn hiệu lực,Quyết định,0,30/09/2022,30/09/2022,30/09/2022,Lê Quang Hùng,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
557,12/2022/TT-NHNN,Ngân hàng Nhà nước Việt Nam,Còn hiệu lực,Thông tư,0,30/09/2022,15/11/2022,30/09/2022,Phạm Thanh Hà,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
558,20/2022/TT-BKHĐT,Bộ Kế hoạch và Đầu tư,Còn hiệu lực,Thông tư,0,30/09/2022,20/11/2022,30/09/2022,Nguyễn Chí Dũng,Còn hiệu lực,20/10/2022,2024-07-22 10:47:04,2024-07-22 10:47:04
559,09/2022/NQ-HĐND,Tỉnh Bạc Liêu,Còn hiệu lực,Nghị quyết,0,30/09/2022,10/10/2022,30/09/2022,Lữ Văn Hùng,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
560,4892/TB-KBNN,kho bạc nhà nước,Không xác định,Thông báo,0,30/09/2022,30/09/2022,30/09/2022,Nguyễn Mạnh Cường,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
561,312/TB-VPCP,Văn phòng Chính phủ,Không xác định,Thông báo,0,30/09/2022,30/09/2022,30/09/2022,Mai Thị Thu Vân,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
562,4095/TB-TCHQ,Tổng cục Hải quan,Không xác định,Thông báo,0,30/09/2022,30/09/2022,30/09/2022,Đàm Mạnh Hiếu,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
563,64/HD-TLĐ,Tổng liên đoàn Lao động Việt Nam,Còn hiệu lực,Hướng dẫn,0,30/09/2022,30/09/2022,30/09/2022,Ngọ Duy Hiểu,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
564,1991/QĐ-BCT,Bộ Công thương,Hết hiệu lực: 12/02/2023,Quyết định,0,30/09/2022,15/10/2022,30/09/2022,Trần Quốc Khánh,Hết hiệu lực: 12/02/2023,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
565,63/2022/TT-BQP,Bộ Quốc phòng,Còn hiệu lực,Thông tư,0,30/09/2022,15/11/2022,30/09/2022,Nguyễn Tân Cương,Còn hiệu lực,30/10/2022,2024-07-22 10:47:04,2024-07-22 10:47:04
566,11/2022/TT-NHNN,Ngân hàng Nhà nước Việt Nam,Còn hiệu lực,Thông tư,0,30/09/2022,01/04/2023,30/09/2022,Đào Minh Tú,Còn hiệu lực,16/10/2022,2024-07-22 10:47:04,2024-07-22 10:47:04
567,14/2022/TT-BCT,Bộ Công thương,Còn hiệu lực,Thông tư,0,30/09/2022,22/11/2022,30/09/2022,Đặng Hoàng An,Còn hiệu lực,15/10/2022,2024-07-22 10:47:04,2024-07-22 10:47:04
568,18/2022/TT-BLĐTBXH,Bộ Lao động - Thương binh và Xã hội,Còn hiệu lực,Thông tư,0,30/09/2022,15/11/2022,30/09/2022,Lê Văn Thanh,Còn hiệu lực,10/10/2022,2024-07-22 10:47:04,2024-07-22 10:47:04
569,21/2022/TT-BKHĐT,Bộ Kế hoạch và Đầu tư,Còn hiệu lực,Thông tư,0,30/09/2022,20/11/2022,30/09/2022,Nguyễn Chí Dũng,Còn hiệu lực,23/10/2022,2024-07-22 10:47:04,2024-07-22 10:47:04
570,1339/QĐ-UBND,Tỉnh Quảng Ngãi,Còn hiệu lực,Quyết định,0,30/09/2022,30/09/2022,30/09/2022,Đặng Văn Minh,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
571,1982/QĐ-BCT,Bộ Công thương,Còn hiệu lực,Quyết định,0,30/09/2022,30/09/2022,30/09/2022,Nguyễn Hồng Diên,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
572,25/2022/NQ-HĐND,Tỉnh Quảng Ngãi,Còn hiệu lực,Nghị quyết,0,30/09/2022,10/10/2022,30/09/2022,Bùi Thị Quỳnh Vân,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
573,20/2022/TT-BKHDT,Bộ Kế hoạch và Đầu tư,Còn hiệu lực,Thông tư,0,30/09/2022,20/11/2022,30/09/2022,Nguyễn Chí Dũng,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
574,1797/QĐ-UBND,Tỉnh Bình Phước,Hết hiệu lực: 07/11/2023,Quyết định,0,30/09/2022,30/09/2022,30/09/2022,Trần Tuyết Minh,Hết hiệu lực: 07/11/2023,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
575,27/2022/QĐ-UBND,Tỉnh Quảng Trị,Hết hiệu lực: 10/01/2024,Quyết định,0,30/09/2022,15/10/2022,30/09/2022,Võ Văn Hưng,Hết hiệu lực: 10/01/2024,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
576,2027/QĐ-UBND,Tỉnh Vĩnh Long,Còn hiệu lực,Quyết định,0,30/09/2022,30/09/2022,30/09/2022,Nguyễn Văn Liệt,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
577,10/2022/QĐ-UBND,Huyện Nhà Bè,Còn hiệu lực,Quyết định,0,30/09/2022,10/10/2022,30/09/2022,Triệu Đỗ Hồng Phước,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
578,22/2022/NQ-HĐND,Tỉnh Quảng Ngãi,Còn hiệu lực,Nghị quyết,0,30/09/2022,10/10/2022,30/09/2022,Bùi Thị Quỳnh Vân,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
579,12/2022/TT-NHNN,Ngân hàng Nhà nước Việt Nam,Còn hiệu lực,Thông tư,0,30/09/2022,15/11/2022,30/09/2022,Phạm Thanh Hà,Còn hiệu lực,17/10/2022,2024-07-22 10:47:04,2024-07-22 10:47:04
580,889/CĐ-TTg,Thủ tướng Chính phủ,Còn hiệu lực,Công điện,0,01/10/2022,01/10/2022,01/10/2022,Phạm Minh Chính,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
581,71/2022/ND-CP,Chính phủ,Còn hiệu lực,Nghị định,0,01/10/2022,01/01/2023,01/10/2022,Vũ Đức Đam,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
582,1161/QĐ-TTg,Thủ tướng Chính phủ,Còn hiệu lực,Quyết định,0,01/10/2022,01/10/2022,01/10/2022,Lê Minh Khái,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
583,71/2022/NĐ-CP,Chính phủ,Còn hiệu lực,Nghị định,0,01/10/2022,01/01/2023,01/10/2022,Vũ Đức Đam,Còn hiệu lực,10/10/2022,2024-07-22 10:47:04,2024-07-22 10:47:04
584,03/2022/TT-UBDT,Uỷ ban Dân tộc,Còn hiệu lực,Thông tư,0,01/10/2022,15/11/2022,01/10/2022,Hầu A Lềnh,Còn hiệu lực,18/10/2022,2024-07-22 10:47:04,2024-07-22 10:47:04
585,1847/QĐ-UBND,Tỉnh Bắc Kạn,Còn hiệu lực,Quyết định,0,02/10/2022,02/10/2022,02/10/2022,Nguyễn Đăng Bình,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
586,7/VBHN-BNV,Bộ Nội vụ,Còn hiệu lực,Văn bản hợp nhất,0,02/10/2022,02/10/2022,02/10/2022,Phạm Thị Thanh Trà,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
587,1431/QĐ-UBND,Tỉnh Tuyên Quang,Còn hiệu lực,Quyết định,0,03/10/2022,03/10/2022,03/10/2022,Nguyễn Thế Giang,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
588,643/QĐ-LĐLĐ,Liên đoàn Lao động thành phố Hà Nội,Còn hiệu lực,Quyết định,0,03/10/2022,03/10/2022,03/10/2022,Nguyễn Phi Thường,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
589,2011/QĐ-BTC,Bộ Tài chính,Còn hiệu lực,Quyết định,0,03/10/2022,03/10/2022,03/10/2022,Hồ Đức Phớc,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
590,34/2022/QĐ-UBND,Tỉnh Hậu Giang,Còn hiệu lực,Quyết định,0,03/10/2022,14/10/2022,03/10/2022,Trương Cảnh Tuyên,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
591,619/QĐ-UBND,Tỉnh Kon Tum,Còn hiệu lực,Quyết định,0,03/10/2022,03/10/2022,03/10/2022,Lê Ngọc Tuấn,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
592,16/2022/QĐ-UBND,Tỉnh Đồng Tháp,Còn hiệu lực,Quyết định,0,03/10/2022,14/10/2022,03/10/2022,Phạm Thiện Nghĩa,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
593,37/2022/QĐ-UBND,Tỉnh Bắc Giang,Còn hiệu lực,Quyết định,0,03/10/2022,15/10/2022,03/10/2022,Lê Ánh Dương,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
594,2431/QĐ-BVHTTDL,Bộ Văn hoá, Thể thao và du lịch,Còn hiệu lực,Quyết định,0,03/10/2022,03/10/2022,03/10/2022,Hoàng Đạo Cương,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
595,13/CT-UBND,Tỉnh Đắk Nông,Còn hiệu lực,Chỉ thị,0,03/10/2022,03/10/2022,03/10/2022,Hồ Văn Mười,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
596,571/KH-UBND,Tỉnh Đắk Nông,Không xác định,Kế hoạch,0,03/10/2022,03/10/2022,03/10/2022,Tôn Thị Ngọc Hạnh,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
597,257/KH-UBND,Thành phố Hà Nội,Không xác định,Kế hoạch,0,03/10/2022,03/10/2022,03/10/2022,Chử Xuân Dũng,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
598,17/2022/QĐ-UBND.HC,Tỉnh Đồng Tháp,Còn hiệu lực,Quyết định,0,03/10/2022,14/10/2022,03/10/2022,Phạm Thiện Nghĩa,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
599,8817/KH-UBND,Huyện Củ Chi,Không xác định,Kế hoạch,0,03/10/2022,03/10/2022,03/10/2022,Phạm Thị Thanh Hiền,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
600,9386/KH-UBND,Tỉnh Khánh Hòa,Còn hiệu lực,Hướng dẫn,0,03/10/2022,03/10/2022,03/10/2022,Nguyễn Tấn Tuân,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
601,2244/QĐ-UBND,Tỉnh Bến Tre,Còn hiệu lực,Quyết định,0,03/10/2022,01/01/2023,03/10/2022,Nguyễn Minh Cảnh,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
602,1776/QĐ-CT,Tỉnh Vĩnh Phúc,Còn hiệu lực,Quyết định,0,03/10/2022,03/10/2022,03/10/2022,Vũ Việt Văn,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
603,30/2022/QĐ-UBND,Tỉnh Quảng Ninh,Còn hiệu lực,Quyết định,0,03/10/2022,15/10/2022,03/10/2022,Nguyễn Tường Văn,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
604,2157/QĐ-UBND,Tỉnh Hòa Bình,Còn hiệu lực,Quyết định,0,03/10/2022,03/10/2022,03/10/2022,Bùi Văn Khánh,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
605,2257/QĐ-UBND,Tỉnh Bến Tre,Còn hiệu lực,Quyết định,0,03/10/2022,03/10/2022,03/10/2022,Trần Ngọc Tam,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
606,1163/QĐ-UBND,Tỉnh Phú Yên,Còn hiệu lực,Quyết định,0,03/10/2022,03/10/2022,03/10/2022,Trần Hữu Thế,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
607,1173/QĐ-UBND,Tỉnh Phú Yên,Hết hiệu lực: 23/02/2023,Quyết định,0,03/10/2022,03/10/2022,03/10/2022,Lê Tấn Hổ,Hết hiệu lực: 23/02/2023,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
608,1175/QĐ-UBND,Tỉnh Phú Yên,Còn hiệu lực,Quyết định,0,03/10/2022,03/10/2022,03/10/2022,Trần Hữu Thế,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
609,2064/QĐ-UBND,Tỉnh Bình Thuận,Còn hiệu lực,Quyết định,0,03/10/2022,22/07/2022,03/10/2022,Lê Tuấn Phong,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
610,326/KH-UBND,Tỉnh Đồng Tháp,Không xác định,Kế hoạch,0,03/10/2022,03/10/2022,03/10/2022,Huỳnh Minh Tuấn,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
611,327/KH-UBND,Tỉnh Đồng Tháp,Không xác định,Kế hoạch,0,03/10/2022,03/10/2022,03/10/2022,Đoàn Tấn Bửu,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
612,49/2022/QĐ-UBND,Tỉnh Hà Nam,Còn hiệu lực,Quyết định,0,03/10/2022,15/10/2022,03/10/2022,Nguyễn Anh Chức,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
613,2790/QĐ-UBND,Tỉnh Tiền Giang,Còn hiệu lực,Quyết định,0,03/10/2022,03/10/2022,03/10/2022,Trần Văn Dũng,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
614,33/2022/QĐ-UBND,Thành phố Hà Nội,Còn hiệu lực,Quyết định,0,03/10/2022,14/10/2022,03/10/2022,Nguyễn Mạnh Quyền,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
615,65/2022/QĐ-UBND,Tỉnh Bình Định,Còn hiệu lực,Quyết định,0,03/10/2022,15/10/2022,03/10/2022,Nguyễn Tuấn Thanh,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
616,3627/QĐ-UBND,Thành phố Hà Nội,Còn hiệu lực,Quyết định,0,03/10/2022,03/10/2022,03/10/2022,Dương Đức Tuấn,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
617,2637/QĐ-UBND,Tỉnh Quảng Nam,Còn hiệu lực,Quyết định,0,03/10/2022,03/10/2022,03/10/2022,Trần Văn Tân,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
618,187/KH-UBND,Tỉnh Tuyên Quang,Không xác định,Kế hoạch,0,03/10/2022,03/10/2022,03/10/2022,Nguyễn Văn Sơn,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
619,1735/QĐ-UBND,Tỉnh Yên Bái,Còn hiệu lực,Quyết định,0,03/10/2022,03/10/2022,03/10/2022,Trần Huy Tuấn,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
